County,2020 Median,2021 Median,2022 Median,2023 Median,Median Home Price (2023)
"Lancaster County, South Carolina",191000,221000,252500,271484.5,271484.5
"Laurens County, South Carolina",149000,160000,189000,200000,200000
"Lee County, South Carolina",149000,160000,189000,200000,200000
"Lexington County, South Carolina",160000,170000,190000,217000,217000
"McCormick County, South Carolina",149900,169900,191950,205500,205500
"Marion County, South Carolina",149000,160000,189000,200000,200000
"Marlboro County, South Carolina",149000,160000,189000,200000,200000
"Newberry County, South Carolina",158000,160000,189000,200000,200000
"Oconee County, South Carolina",157450,165000,217000,225000,225000
"Orangeburg County, South Carolina",149000,160000,189000,200000,200000
"Pickens County, South Carolina",189000,205000,230000,260000,260000
"Richland County, South Carolina",163000,170895,191000,216000,216000
"Saluda County, South Carolina",161300,175000,190000,216000,216000
"Spartanburg County, South Carolina",162000,179990,201000,231950,231950
"Sumter County, South Carolina",149000,160000,189000,200000,200000
"Union County, South Carolina",149000,160000,189000,200000,200000
"Williamsburg County, South Carolina",149000,160000,189000,200000,200000
"York County, South Carolina",217000,238800,270500,322500,322500
"Aurora County, South Dakota",164900,178900,203000,219500,219500
"Beadle County, South Dakota",164900,178900,203000,219500,219500
"Bennett County, South Dakota",164900,178900,203000,219500,219500
"Bon Homme County, South Dakota",164900,178900,203000,219500,219500
"Brookings County, South Dakota",206250,211000,224900,240999,240999
"Brown County, South Dakota",186500,189950,212000,225000,225000
"Brule County, South Dakota",164900,178900,203000,219500,219500
"Buffalo County, South Dakota",164900,178900,203000,219500,219500
"Butte County, South Dakota",164900,178900,203000,219500,219500
"Campbell County, South Dakota",164900,178900,203000,219500,219500
"Charles Mix County, South Dakota",164900,178900,203000,219500,219500
"Clark County, South Dakota",164900,178900,203000,219500,219500
"Clay County, South Dakota",179000,181500,203000,219500,219500
"Codington County, South Dakota",200000,207000,231168.5,249450,249450
"Corson County, South Dakota",164900,178900,203000,219500,219500
"Custer County, South Dakota",232400,247750,264200,275000,275000
"Davison County, South Dakota",164900,178900,203000,219500,219500
"Day County, South Dakota",164900,178900,203000,219500,219500
"Deuel County, South Dakota",164900,178900,203000,219500,219500
"Dewey County, South Dakota",164900,178900,203000,219500,219500
"Douglas County, South Dakota",164900,178900,203000,219500,219500
"Edmunds County, South Dakota",164900,178900,203000,219500,219500
"Fall River County, South Dakota",164900,178900,203000,219500,219500
"Faulk County, South Dakota",164900,178900,203000,219500,219500
"Grant County, South Dakota",164900,178900,203000,219500,219500
"Gregory County, South Dakota",164900,178900,203000,219500,219500
"Haakon County, South Dakota",164900,178900,203000,219500,219500
"Hamlin County, South Dakota",164900,178900,203000,219500,219500
"Hand County, South Dakota",164900,178900,203000,219500,219500
"Hanson County, South Dakota",164900,178900,203000,219500,219500
"Harding County, South Dakota",164900,178900,203000,219500,219500
"Hughes County, South Dakota",190000,194500,208000,221750,221750
"Hutchinson County, South Dakota",164900,178900,203000,219500,219500
"Hyde County, South Dakota",164900,178900,203000,219500,219500
"Jackson County, South Dakota",164900,178900,203000,219500,219500
"Jerauld County, South Dakota",164900,178900,203000,219500,219500
"Jones County, South Dakota",164900,178900,203000,219500,219500
"Kingsbury County, South Dakota",164900,178900,203000,219500,219500
"Lake County, South Dakota",171000,180000,203000,219500,219500
"Lawrence County, South Dakota",235250,250000,280600,335000,335000
"Lincoln County, South Dakota",238000,254900,275100,323423,323423
"Lyman County, South Dakota",164900,178900,203000,219500,219500
"McCook County, South Dakota",210000,227950,249900,285500,285500
"McPherson County, South Dakota",164900,178900,203000,219500,219500
"Marshall County, South Dakota",164900,178900,203000,219500,219500
"Meade County, South Dakota",224900,230000,242900,271300,271300
"Mellette County, South Dakota",164900,178900,203000,219500,219500
"Miner County, South Dakota",164900,178900,203000,219500,219500
"Minnehaha County, South Dakota",210000,227950,249900,285500,285500
"Moody County, South Dakota",164900,178900,203000,219500,219500
"Oglala Lakota County, South Dakota",164900,178900,203000,219500,219500
"Pennington County, South Dakota",207000,221200,247000,292000,292000
"Perkins County, South Dakota",164900,178900,203000,219500,219500
"Potter County, South Dakota",164900,178900,203000,219500,219500
"Roberts County, South Dakota",164900,178900,203000,219500,219500
"Sanborn County, South Dakota",164900,178900,203000,219500,219500
"Spink County, South Dakota",164900,178900,203000,219500,219500
"Stanley County, South Dakota",192000,196250,245000,246994,246994
"Sully County, South Dakota",196750,178900,203000,219500,219500
"Todd County, South Dakota",164900,178900,203000,219500,219500
"Tripp County, South Dakota",164900,178900,203000,219500,219500
"Turner County, South Dakota",210000,227950,249900,285500,285500
"Union County, South Dakota",210500,218000,220000,234900,234900
"Walworth County, South Dakota",164900,178900,203000,219500,219500
"Yankton County, South Dakota",175250,180000,203000,219500,219500
"Ziebach County, South Dakota",164900,178900,203000,219500,219500
"Anderson County, Tennessee",182500,200300,235000,275000,275000
"Bedford County, Tennessee",189900,200000,228500,268950,268950
"Benton County, Tennessee",161500,178900,203000,219500,219500
"Bledsoe County, Tennessee",161500,178900,203000,219500,219500
"Blount County, Tennessee",205750,219250,256500,300000,300000
"Bradley County, Tennessee",175000,194950,220000,251500,251500
"Campbell County, Tennessee",161500,178900,203000,220000,220000
"Cannon County, Tennessee",259900,280000,310000,377000,377000
"Carroll County, Tennessee",161500,178900,203000,219500,219500
"Carter County, Tennessee",174900,186500,218750,253000,253000
"Cheatham County, Tennessee",259900,280000,310000,377000,377000
"Chester County, Tennessee",161500,178900,203000,219500,219500
"Claiborne County, Tennessee",161500,178900,203000,219500,219500
"Clay County, Tennessee",161500,178900,203000,219500,219500
"Cocke County, Tennessee",161500,178900,203000,219500,219500
"Coffee County, Tennessee",172000,185000,215000,285000,285000
"Crockett County, Tennessee",161500,178900,203000,219500,219500
"Cumberland County, Tennessee",161500,178900,203000,239000,239000
"Davidson County, Tennessee",270000,295000,335000,400000,400000
"Decatur County, Tennessee",161500,178900,203000,219500,219500
"DeKalb County, Tennessee",161500,178900,203000,232250,232250
"Dickson County, Tennessee",259900,280000,310000,377000,377000
"Dyer County, Tennessee",161500,178900,203000,219500,219500
"Fayette County, Tennessee",239000,246647.5,265853,299990,299990
"Fentress County, Tennessee",161500,178900,203000,219500,219500
"Franklin County, Tennessee",168000,182000,229900,249950,249950
"Gibson County, Tennessee",161500,178900,203000,219500,219500
"Giles County, Tennessee",161500,178900,203000,219500,219500
"Grainger County, Tennessee",161500,178900,203000,219500,219500
"Greene County, Tennessee",161500,178900,203000,219500,219500
"Grundy County, Tennessee",161500,178900,203000,219500,219500
"Hamblen County, Tennessee",161500,178900,209900,245000,245000
"Hamilton County, Tennessee",199900,220000,250000,291000,291000
"Hancock County, Tennessee",161500,178900,203000,219500,219500
"Hardeman County, Tennessee",161500,178900,203000,219500,219500
"Hardin County, Tennessee",161500,178900,203000,219500,219500
"Hawkins County, Tennessee",161500,178900,203000,219500,219500
"Haywood County, Tennessee",161500,178900,203000,219500,219500
"Henderson County, Tennessee",161500,178900,203000,219500,219500
"Henry County, Tennessee",161500,178900,203000,219500,219500
"Hickman County, Tennessee",161500,178900,203000,219500,219500
"Houston County, Tennessee",161500,178900,203000,219500,219500
"Humphreys County, Tennessee",161500,178900,203000,219500,219500
"Jackson County, Tennessee",161500,178900,203000,219500,219500
"Jefferson County, Tennessee",167500,178900,212000,254997.5,254997.5
"Johnson County, Tennessee",161500,178900,203000,219500,219500
"Knox County, Tennessee",182500,204000,235000,275000,275000
"Lake County, Tennessee",161500,178900,203000,219500,219500
"Lauderdale County, Tennessee",161500,178900,203000,219500,219500
"Lawrence County, Tennessee",161500,178900,203000,223450,223450
"Lewis County, Tennessee",161500,178900,203000,219500,219500
"Lincoln County, Tennessee",161500,178900,203000,219500,219500
"Loudon County, Tennessee",188000,200300,235000,275000,275000
"McMinn County, Tennessee",161500,178900,203000,219500,219500
"McNairy County, Tennessee",161500,178900,203000,219500,219500
"Macon County, Tennessee",161500,178900,203000,222450,222450
"Madison County, Tennessee",161500,178900,203000,219500,219500
"Marion County, Tennessee",186000,205000,235000,270000,270000
"Marshall County, Tennessee",196700,210000,245000,277500,277500
"Maury County, Tennessee",219945,248700,271995,349545,349545
"Meigs County, Tennessee",172000,180000,205220,230000,230000
"Monroe County, Tennessee",161500,178900,203000,221950,221950
"Montgomery County, Tennessee",168000,179900,212250,265000,265000
"Moore County, Tennessee",211000,215000,224000,238000,238000
"Morgan County, Tennessee",161500,178900,203000,219500,219500
"Obion County, Tennessee",161500,178900,203000,219500,219500
"Overton County, Tennessee",161500,178900,203000,219500,219500
"Perry County, Tennessee",161500,178900,203000,219500,219500
"Pickett County, Tennessee",161500,178900,203000,219500,219500
"Polk County, Tennessee",174900,190450,220000,251500,251500
"Putnam County, Tennessee",187000,203929,240000,294950,294950
"Rhea County, Tennessee",161500,178900,203000,219500,219500
"Roane County, Tennessee",161500,178900,203000,237750,237750
"Robertson County, Tennessee",259900,280000,310000,377000,377000
"Rutherford County, Tennessee",259900,280000,310000,377000,377000
"Scott County, Tennessee",161500,178900,203000,219500,219500
"Sequatchie County, Tennessee",186000,205000,235000,270000,270000
"Sevier County, Tennessee",217250,247450,315000,415000,415000
"Shelby County, Tennessee",178000,198710,225000,260000,260000
"Smith County, Tennessee",161500,178900,203000,219500,219500
"Stewart County, Tennessee",161500,178900,203000,219500,219500
"Sullivan County, Tennessee",161500,178900,203000,220000,220000
"Sumner County, Tennessee",259900,280000,310000,377000,377000
"Tipton County, Tennessee",180000,198710,225000,260000,260000
"Trousdale County, Tennessee",259900,280000,310000,377000,377000
"Unicoi County, Tennessee",174900,186500,218750,253000,253000
"Union County, Tennessee",182500,200300,235000,275000,275000
"Van Buren County, Tennessee",161500,178900,203000,219500,219500
"Warren County, Tennessee",161500,178900,203000,219900,219900
"Washington County, Tennessee",189000,200000,230000,275000,275000
"Wayne County, Tennessee",161500,178900,203000,219500,219500
"Weakley County, Tennessee",161500,178900,203000,219500,219500
"White County, Tennessee",161500,178900,203000,219500,219500
"Williamson County, Tennessee",375000,400000,451625,550000,550000
"Wilson County, Tennessee",287000,299900,343950,404950,404950
"Anderson County, Texas",160000,170000,194000,219500,219500
"Andrews County, Texas",193096,205000,215400,235000,235000
"Angelina County, Texas",160000,170000,194000,219500,219500
"Aransas County, Texas",189262.9844,200000,235000,266750,266750
"Archer County, Texas",160000,170000,194000,219500,219500
"Armstrong County, Texas",165000,175500,197000,219900,219900
"Atascosa County, Texas",181000,190000,205000,230000,230000
"Austin County, Texas",199250,206000,220000,243147,243147
"Bailey County, Texas",160000,170000,194000,219500,219500
"Bandera County, Texas",202000,214007,230000,256762,256762
"Bastrop County, Texas",265000,280000,325000,425000,425000
"Baylor County, Texas",160000,170000,194000,219500,219500
"Bee County, Texas",160000,170000,194000,219500,219500
"Bell County, Texas",160000,170000,194000,229000,229000
"Bexar County, Texas",195000,206000,226585,256762,256762
"Blanco County, Texas",220000,225000,249900,289000,289000
"Borden County, Texas",160000,170000,194000,219500,219500
"Bosque County, Texas",160000,170000,194000,219500,219500
"Bowie County, Texas",164250,171250,199000,219500,219500
"Brazoria County, Texas",220845,230000,247000,278105,278105
"Brazos County, Texas",202900,207000,221000,247000,247000
"Brewster County, Texas",175000,183000,195000,219500,219500
"Briscoe County, Texas",160000,170000,194000,219500,219500
"Brooks County, Texas",160000,170000,194000,219500,219500
"Brown County, Texas",160000,170000,194000,219500,219500
"Burleson County, Texas",202000,204000,221000,245927.5,245927.5
"Burnet County, Texas",205000,219000,241490,285000,285000
"Caldwell County, Texas",265000,280000,325000,425000,425000
"Calhoun County, Texas",160000,170000,194000,219500,219500
"Callahan County, Texas",161000,173750,194000,219500,219500
"Cameron County, Texas",160000,170000,194000,219500,219500
"Camp County, Texas",160000,170000,194000,219500,219500
"Carson County, Texas",165000,175500,197000,219900,219900
"Cass County, Texas",160000,170000,194000,219500,219500
"Castro County, Texas",160000,170000,194000,219500,219500
"Chambers County, Texas",230000,249309.5,252500,297990,297990
"Cherokee County, Texas",160000,170000,194000,219500,219500
"Childress County, Texas",160000,170000,194000,219500,219500
"Clay County, Texas",160000,170000,194000,219500,219500
"Cochran County, Texas",160000,170000,194000,219500,219500
"Coke County, Texas",160000,170000,194000,219500,219500
"Coleman County, Texas",160000,170000,194000,219500,219500
"Collin County, Texas",292439,300000,327000,395000,395000
"Collingsworth County, Texas",160000,170000,194000,219500,219500
"Colorado County, Texas",184000,189900,208000,233000,233000
"Comal County, Texas",252000,259987.5,291000,340000,340000
"Comanche County, Texas",160000,170000,194000,219500,219500
"Concho County, Texas",160000,170000,194000,219500,219500
"Cooke County, Texas",180000,190000,206500,234900,234900
"Coryell County, Texas",160000,170000,194000,223500,223500
"Cottle County, Texas",160000,170000,194000,219500,219500
"Crane County, Texas",160000,170000,194000,219500,219500
"Crockett County, Texas",160000,170000,194000,219500,219500
"Crosby County, Texas",170000,179900,198787.5,219500,219500
"Culberson County, Texas",160000,170000,194000,219500,219500
"Dallam County, Texas",160000,170000,194000,219500,219500
"Dallas County, Texas",248997,258750,285000,335000,335000
"Dawson County, Texas",160000,170000,194000,219500,219500
"Deaf Smith County, Texas",160000,170000,194000,219500,219500
"Delta County, Texas",160000,170000,194000,219500,219500
"Denton County, Texas",265990,275000,300000,357211,357211
"DeWitt County, Texas",160500,170000,194000,219500,219500
"Dickens County, Texas",160000,170000,194000,219500,219500
"Dimmit County, Texas",160000,170000,194000,219500,219500
"Donley County, Texas",160000,170000,194000,219500,219500
"Duval County, Texas",160000,170000,194000,219500,219500
"Eastland County, Texas",160000,170000,194000,219500,219500
"Ector County, Texas",210000,225000,225000,233950,233950
"Edwards County, Texas",160000,170000,194000,219500,219500
"Ellis County, Texas",248997,258750,285000,335000,335000
"El Paso County, Texas",160000,170000,194000,219500,219500
"Erath County, Texas",170000,184000,218250,243250,243250
"Falls County, Texas",160000,170000,194000,219500,219500
"Fannin County, Texas",167000,172000,200000,242750,242750
"Fayette County, Texas",188500,201750,225000,240000,240000
"Fisher County, Texas",160000,170000,194000,219500,219500
"Floyd County, Texas",160000,170000,194000,219500,219500
"Foard County, Texas",160000,170000,194000,219500,219500
"Fort Bend County, Texas",237000,239675,256995,300000,300000
"Franklin County, Texas",185000,180000,199500,219500,219500
"Freestone County, Texas",160000,170000,194000,219500,219500
"Frio County, Texas",160000,170000,194000,219500,219500
"Gaines County, Texas",176000,179000,194000,219500,219500
"Galveston County, Texas",210000,221394,246000,275000,275000
"Garza County, Texas",160000,170000,194000,219500,219500
"Gillespie County, Texas",280000,303300,330000,365000,365000
"Glasscock County, Texas",160000,170000,282000,283500,283500
"Goliad County, Texas",170000,181000,210000,219900,219900
"Gonzales County, Texas",162000,170000,194000,219500,219500
"Gray County, Texas",160000,170000,194000,219500,219500
"Grayson County, Texas",185000,193000,216000,263000,263000
"Gregg County, Texas",162000,170000,194000,225000,225000
"Grimes County, Texas",184000,184000,194000,219500,219500
"Guadalupe County, Texas",214749.5,225000,241392.5,286290,286290
"Hale County, Texas",160000,170000,194000,219500,219500
"Hall County, Texas",160000,170000,194000,219500,219500
"Hamilton County, Texas",160000,170000,194000,219500,219500
"Hansford County, Texas",160000,170000,194000,219500,219500
"Hardeman County, Texas",160000,170000,194000,219500,219500
"Hardin County, Texas",180000,190000,202250,220000,220000
"Harris County, Texas",207500,219899,239142,275000,275000
"Harrison County, Texas",170000,176500,194000,219500,219500
"Hartley County, Texas",187000,187000,194000,219500,219500
"Haskell County, Texas",160000,170000,194000,219500,219500
"Hays County, Texas",265000,280000,325000,425000,425000
"Hemphill County, Texas",164250,170000,194000,219500,219500
"Henderson County, Texas",175000,185000,230000,245000,245000
"Hidalgo County, Texas",160000,170000,194000,219500,219500
"Hill County, Texas",160000,170000,194000,219500,219500
"Hockley County, Texas",160000,170000,194000,219500,219500
"Hood County, Texas",199900,210000,242625,255000,255000
"Hopkins County, Texas",160000,170000,194000,219500,219500
"Houston County, Texas",160000,170000,194000,219500,219500
"Howard County, Texas",160000,170000,194000,219500,219500
"Hudspeth County, Texas",163450,170000,194000,219500,219500
"Hunt County, Texas",248997,258750,285000,335000,335000
"Hutchinson County, Texas",160000,170000,194000,219500,219500
"Irion County, Texas",170000,187000,197500,219500,219500
"Jack County, Texas",160000,170000,194000,219500,219500
"Jackson County, Texas",160000,170000,194000,219500,219500
"Jasper County, Texas",160000,170000,194000,219500,219500
"Jeff Davis County, Texas",177500,180000,216500,219500,219500
"Jefferson County, Texas",166000,182000,194000,219500,219500
"Jim Hogg County, Texas",160000,170000,194000,219500,219500
"Jim Wells County, Texas",160000,170000,194000,219500,219500
"Johnson County, Texas",216000,229145,252000,305000,305000
"Jones County, Texas",161000,173750,194000,219500,219500
"Karnes County, Texas",161850,170000,194000,219500,219500
"Kaufman County, Texas",248997,258750,285000,335000,335000
"Kendall County, Texas",276000,286943.5,333331.5,371000,371000
"Kenedy County, Texas",160000,170000,194000,219500,219500
"Kent County, Texas",160000,170000,194000,219500,219500
"Kerr County, Texas",213000,220000,250500,289750,289750
"Kimble County, Texas",160000,170000,194000,219500,219500
"King County, Texas",160000,170000,194000,219500,219500
"Kinney County, Texas",160000,170000,194000,219500,219500
"Kleberg County, Texas",160000,170000,194000,219500,219500
"Knox County, Texas",160000,170000,194000,219500,219500
"Lamar County, Texas",160000,170000,194000,219500,219500
"Lamb County, Texas",160000,170000,194000,219500,219500
"Lampasas County, Texas",160000,170000,194000,219500,219500
"La Salle County, Texas",160000,170000,194000,219500,219500
"Lavaca County, Texas",163500,170000,194000,219500,219500
"Lee County, Texas",179000,184250,204000,232000,232000
"Leon County, Texas",160500,172500,194000,219500,219500
"Liberty County, Texas",207500,219899,239142,275000,275000
"Limestone County, Texas",160000,170000,194000,219500,219500
"Lipscomb County, Texas",160000,170000,194000,219500,219500
"Live Oak County, Texas",160000,170000,194000,219500,219500
"Llano County, Texas",175000,190000,228000,249000,249000
"Loving County, Texas",160000,170000,194000,219500,219500
"Lubbock County, Texas",171050,180000,199000,219950,219950
"Lynn County, Texas",160000,170000,194000,219500,219500
"McCulloch County, Texas",160000,170000,194000,219500,219500
"McLennan County, Texas",181000,195500,225000,259450,259450
"McMullen County, Texas",160000,170000,194000,219500,219500
"Madison County, Texas",174600,179000,195000,219500,219500
"Marion County, Texas",160000,170000,194000,219500,219500
"Martin County, Texas",200000,219900,225000,227750,227750
"Mason County, Texas",189500,199730,205000,240000,240000
"Matagorda County, Texas",160000,170000,194000,219500,219500
"Maverick County, Texas",160000,170000,194000,219500,219500
"Medina County, Texas",198000,210000,230000,250000,250000
"Menard County, Texas",160000,170000,194000,219500,219500
"Midland County, Texas",255527.5,270000,265000,280000,280000
"Milam County, Texas",160000,170000,194000,219500,219500
"Mills County, Texas",160000,170000,194000,219500,219500
"Mitchell County, Texas",160000,170000,194000,219500,219500
"Montague County, Texas",160000,170000,194000,219500,219500
"Montgomery County, Texas",223000,228000,240900,279020,279020
"Moore County, Texas",160000,170000,194000,219500,219500
"Morris County, Texas",160000,170000,194000,219500,219500
"Motley County, Texas",160000,170000,194000,219500,219500
"Nacogdoches County, Texas",160000,170000,194000,219500,219500
"Navarro County, Texas",160000,170000,194000,219500,219500
"Newton County, Texas",160000,170000,194000,219500,219500
"Nolan County, Texas",160000,170000,194000,219500,219500
"Nueces County, Texas",181650,195000,215000,239900,239900
"Ochiltree County, Texas",160000,170000,194000,219500,219500
"Oldham County, Texas",160000,170000,194000,219500,219500
"Orange County, Texas",167350,189000,194000,219500,219500
"Palo Pinto County, Texas",160000,170000,194000,219500,219500
"Panola County, Texas",160000,170000,194000,219500,219500
"Parker County, Texas",265000,279000,315000,375000,375000
"Parmer County, Texas",160000,170000,194000,219500,219500
"Pecos County, Texas",160000,170000,194000,219500,219500
"Polk County, Texas",160000,170000,194000,219500,219500
"Potter County, Texas",165000,175500,197000,219900,219900
"Presidio County, Texas",186000,213247,235000,240000,240000
"Rains County, Texas",160000,170000,194000,230000,230000
"Randall County, Texas",176350,185000,207050,237000,237000
"Reagan County, Texas",160000,170000,194000,219500,219500
"Real County, Texas",206000,175000,223800,258500,258500
"Red River County, Texas",160000,170000,194000,219500,219500
"Reeves County, Texas",160000,170000,194000,219500,219500
"Refugio County, Texas",160000,170000,194000,219500,219500
"Roberts County, Texas",160000,170000,194000,219500,219500
"Robertson County, Texas",202000,204000,221000,245927.5,245927.5
"Rockwall County, Texas",253000,267000,286300,346242.5,346242.5
"Runnels County, Texas",160000,170000,194000,219500,219500
"Rusk County, Texas",160000,170000,194000,219500,219500
"Sabine County, Texas",160000,172500,194000,219500,219500
"San Augustine County, Texas",160000,170000,194000,219500,219500
"San Jacinto County, Texas",162038,170000,194000,219500,219500
"San Patricio County, Texas",180000,195000,215000,239000,239000
"San Saba County, Texas",160000,170000,194000,219500,219500
"Schleicher County, Texas",160000,170000,194000,219500,219500
"Scurry County, Texas",160000,170000,194000,219500,219500
"Shackelford County, Texas",160000,170000,194000,219500,219500
"Shelby County, Texas",160000,170000,194000,219500,219500
"Sherman County, Texas",160000,170000,194000,219500,219500
"Smith County, Texas",182700,200000,220000,255000,255000
"Somervell County, Texas",225000,235000,247950,285000,285000
"Starr County, Texas",160000,170000,194000,219500,219500
"Stephens County, Texas",160000,170000,194000,219500,219500
"Sterling County, Texas",160000,170000,194000,219500,219500
"Stonewall County, Texas",160000,170000,194000,219500,219500
"Sutton County, Texas",160000,170000,194000,219500,219500
"Swisher County, Texas",160000,170000,194000,219500,219500
"Tarrant County, Texas",216000,229145,252000,305000,305000
"Taylor County, Texas",165000,175600,194000,219500,219500
"Terrell County, Texas",160000,170000,194000,219500,219500
"Terry County, Texas",160000,170000,194000,219500,219500
"Throckmorton County, Texas",160000,170000,194000,219500,219500
"Titus County, Texas",160000,170000,194000,219500,219500
"Tom Green County, Texas",165000,174950,195000,219500,219500
"Travis County, Texas",310000,335000,400500,515000,515000
"Trinity County, Texas",160000,170000,194000,219500,219500
"Tyler County, Texas",160000,170000,194000,219500,219500
"Upshur County, Texas",165250,170000,194000,225000,225000
"Upton County, Texas",160000,170000,194000,219500,219500
"Uvalde County, Texas",169700,170000,194000,219500,219500
"Val Verde County, Texas",160000,170000,194000,219500,219500
"Van Zandt County, Texas",174000,185000,223000,250500,250500
"Victoria County, Texas",170450,181000,210000,219900,219900
"Walker County, Texas",167250,179000,194000,219500,219500
"Waller County, Texas",217870,226598.5,240000,275000,275000
"Ward County, Texas",168750,180000,194000,219500,219500
"Washington County, Texas",190500,203500,232500,255000,255000
"Webb County, Texas",169965,180000,194831.5,219500,219500
"Wharton County, Texas",164000,170000,194000,219500,219500
"Wheeler County, Texas",160000,170000,194000,219500,219500
"Wichita County, Texas",160000,170000,194000,219500,219500
"Wilbarger County, Texas",160000,170000,194000,219500,219500
"Willacy County, Texas",160000,170000,194000,219500,219500
"Williamson County, Texas",265000,280000,325000,425000,425000
"Wilson County, Texas",251866,275000,297950,329000,329000
"Winkler County, Texas",160000,170000,194000,219500,219500
"Wise County, Texas",245000,260000,289795,347500,347500
"Wood County, Texas",160000,170000,194000,230000,230000
"Yoakum County, Texas",160000,170000,194000,219500,219500
"Young County, Texas",160000,170000,194000,219500,219500
"Zapata County, Texas",160000,170000,194000,219500,219500
"Zavala County, Texas",160000,170000,194000,219500,219500
"Beaver County, Utah",164900,178900,203000,219500,219500
"Box Elder County, Utah",242950,277500,322070,404000,404000
"Cache County, Utah",252800,280000,337189,432000,432000
"Carbon County, Utah",164900,178900,203000,219500,219500
"Daggett County, Utah",164900,187450,219900,237000,237000
"Davis County, Utah",320000,339900,395000,491500,491500
"Duchesne County, Utah",184000,184000,203000,230000,230000
"Emery County, Utah",164900,178900,203000,219500,219500
"Garfield County, Utah",164900,180000,207987.2813,230000,230000
"Grand County, Utah",299000,325000,345000,369000,369000
"Iron County, Utah",236000,264900,300000,380000,380000
"Juab County, Utah",328990,353750,399900,496650,496650
"Kane County, Utah",210000,230000,252000,285000,285000
"Millard County, Utah",164900,178900,203000,219500,219500
"Morgan County, Utah",311900,330000,365000,450000,450000
"Piute County, Utah",164900,178900,203000,219500,219500
"Rich County, Utah",223500,262250,330100,375000,375000
"Salt Lake County, Utah",329900,359026,407000,492000,492000
"San Juan County, Utah",180000,197500,209750,228000,228000
"Sanpete County, Utah",185000,200000,239900,280000,280000
"Sevier County, Utah",173000,190000,220000,249950,249950
"Summit County, Utah",399900,410000,457000,515000,515000
"Tooele County, Utah",269900,294444,346250,440000,440000
"Uintah County, Utah",187500,199900,217000,240000,240000
"Utah County, Utah",330000,354900,400000,499570,499570
"Wasatch County, Utah",364566.5,399900,460000,525000,525000
"Washington County, Utah",313500,336500,388000,490000,490000
"Wayne County, Utah",167000,178900,230000,250150,250150
"Weber County, Utah",287000,309900,365000,450000,450000
"Addison County, Vermont",252500,255000,278000,304000,304000
"Bennington County, Vermont",207500,210000,250000,276000,276000
"Caledonia County, Vermont",164900,178900,203000,219500,219500
"Chittenden County, Vermont",329000,340000,364700,420000,420000
"Essex County, Vermont",164900,178900,203000,219500,219500
"Franklin County, Vermont",297000,308555,335000,385000,385000
"Grand Isle County, Vermont",297000,308555,335000,385000,385000
"Lamoille County, Vermont",232500,242000,262000,291750,291750
"Orange County, Vermont",179000,183000,203000,220000,220000
"Orleans County, Vermont",164900,178900,203000,219500,219500
"Rutland County, Vermont",170000,178900,205000,239000,239000
"Washington County, Vermont",225000,235000,276750,290000,290000
"Windham County, Vermont",200000,216000,249000,278550,278550
"Windsor County, Vermont",200000,210500,295857.1563,284962,284962
"Accomack County, Virginia",169100,178900,207000,238225,238225
"Albemarle County, Virginia",310000,330000,355000,380000,380000
"Alleghany County, Virginia",164900,178900,203000,219500,219500
"Amelia County, Virginia",225000,242000,268000,295000,295000
"Amherst County, Virginia",180250,194950,218600,240000,240000
"Appomattox County, Virginia",180250,194950,218600,240000,240000
"Arlington County, Virginia",517000,569500,629950,775000,775000
"Augusta County, Virginia",216000,223375,260000,284900,284900
"Bath County, Virginia",164900,178900,203000,219500,219500
"Bedford County, Virginia",219000,249900,270125,293000,293000
"Bland County, Virginia",164900,178900,203000,219500,219500
"Botetourt County, Virginia",234999,238100,259250,275000,275000
"Brunswick County, Virginia",164900,178900,203000,219500,219500
"Buchanan County, Virginia",164900,178900,203000,219500,219500
"Buckingham County, Virginia",164900,178900,203000,219500,219500
"Campbell County, Virginia",185250,194950,218600,240000,240000
"Caroline County, Virginia",225000,242000,268000,270000,270000
"Carroll County, Virginia",164900,178900,203000,219500,219500
"Charles City County, Virginia",225000,242000,268000,295000,295000
"Charlotte County, Virginia",164900,178900,203000,219500,219500
"Chesterfield County, Virginia",225000,242000,268000,299000,299000
"Clarke County, Virginia",355000,380000,420000,455100,455100
"Craig County, Virginia",173362.5,187000,205000,225000,225000
"Culpeper County, Virginia",299000,305000,330000,360000,360000
"Cumberland County, Virginia",164900,178900,203000,219500,219500
"Dickenson County, Virginia",164900,178900,203000,219500,219500
"Dinwiddie County, Virginia",225000,242000,268000,295000,295000
"Essex County, Virginia",173500,180250,203000,219500,219500
"Fairfax County, Virginia",495000,537000,600000,640000,640000
"Fauquier County, Virginia",360000,388450,435000,470000,470000
"Floyd County, Virginia",171399.5,178900,203000,219500,219500
"Fluvanna County, Virginia",285500,300000,349000,355000,355000
"Franklin County, Virginia",199975,225000,264925,282450,282450
"Frederick County, Virginia",250000,260387.5,295000,330000,330000
"Giles County, Virginia",164900,178900,203000,219500,219500
"Gloucester County, Virginia",224900,230235,256000,278000,278000
"Goochland County, Virginia",273500,279000,305750,336350,336350
"Grayson County, Virginia",164900,178900,203000,219500,219500
"Greene County, Virginia",285500,300000,349000,355000,355000
"Greensville County, Virginia",164900,178900,203000,219500,219500
"Halifax County, Virginia",164900,178900,203000,219500,219500
"Hanover County, Virginia",251000,265000,296000,330000,330000
"Henrico County, Virginia",225000,242000,268000,295000,295000
